N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,pressure,PRES_ERROR,PRES_QC,salinity,PSAL_ERROR,PSAL_QC,temperature,TEMP_ERROR,TEMP_QC,TIME_QC,latitude,longitude,date,region
11175,33,D,A,6902747,1,1963.0,2.4,1,34.96532,0.01,1,3.589,0.002,1,1,5.013,-32.43099999999998,2018-10-16 17:05:00,Indian Ocean
11176,33,D,A,6902747,1,1988.0,2.4,1,34.96432,0.01,1,3.56,0.002,1,1,5.013,-32.43099999999998,2018-10-16 17:05:00,Indian Ocean
11177,33,D,A,6902747,1,2002.0,2.4,1,34.96332,0.01,1,3.551,0.002,1,1,5.013,-32.43099999999998,2018-10-16 17:05:00,Indian Ocean
11178,73,D,A,6902746,1,3.0,2.4,1,34.509,0.01014,1,28.738,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11179,73,D,A,6902746,1,4.0,2.4,1,34.506,0.01014,1,28.743,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11180,73,D,A,6902746,1,5.0,2.4,1,34.505,0.01014,1,28.737,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11181,73,D,A,6902746,1,6.0,2.4,1,34.477,0.01012,1,28.612,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11182,73,D,A,6902746,1,7.0,2.4,1,34.48,0.01014,1,28.588,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11183,73,D,A,6902746,1,8.0,2.4,1,34.481,0.01013,1,28.565,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11184,73,D,A,6902746,1,9.0,2.4,1,34.474,0.01013,1,28.553,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11185,73,D,A,6902746,1,10.0,2.4,1,34.471,0.01014,1,28.534,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11186,73,D,A,6902746,1,15.0,2.4,1,34.479,0.01014,1,28.523,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11187,73,D,A,6902746,1,26.0,2.4,1,34.494,0.01014,1,28.516,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11188,73,D,A,6902746,1,36.0,2.4,1,34.621,0.01018,1,28.618,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11189,73,D,A,6902746,1,45.0,2.4,1,35.386,0.01041,1,29.11,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11190,73,D,A,6902746,1,55.0,2.4,1,36.157,0.01064,1,28.361,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11191,73,D,A,6902746,1,65.0,2.4,1,36.469,0.01075,1,27.789,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11192,73,D,A,6902746,1,75.0,2.4,1,36.736,0.01082,1,27.163,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11193,73,D,A,6902746,1,85.0,2.4,1,36.963,0.01089,1,26.882,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11194,73,D,A,6902746,1,95.0,2.4,1,37.066,0.01093,1,26.329,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11195,73,D,A,6902746,1,106.0,2.4,1,37.124,0.01093,1,25.801,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11196,73,D,A,6902746,1,116.0,2.4,1,37.147,0.01093,1,25.018,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11197,73,D,A,6902746,1,126.0,2.4,1,37.203,0.01097,1,24.495,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11198,73,D,A,6902746,1,136.0,2.4,1,37.242,0.01096,1,24.075,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11199,73,D,A,6902746,1,145.0,2.4,1,37.218,0.01095,1,23.519,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11200,73,D,A,6902746,1,155.0,2.4,1,37.182,0.01094,1,22.953,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11201,73,D,A,6902746,1,165.0,2.4,1,37.122,0.01091,1,22.385,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11202,73,D,A,6902746,1,175.0,2.4,1,37.064,0.0109,1,21.965,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11203,73,D,A,6902746,1,185.0,2.4,1,36.963,0.01088,1,21.268,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11204,73,D,A,6902746,1,196.0,2.4,1,36.866,0.01084,1,20.653,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11205,73,D,A,6902746,1,205.0,2.4,1,36.781,0.0108,1,20.073,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11206,73,D,A,6902746,1,215.0,2.4,1,36.729,0.01078,1,19.705,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11207,73,D,A,6902746,1,225.0,2.4,1,36.691,0.01077,1,19.368,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11208,73,D,A,6902746,1,235.0,2.4,1,36.661,0.01077,1,19.094,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11209,73,D,A,6902746,1,246.0,2.4,1,36.637,0.01075,1,18.856,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11210,73,D,A,6902746,1,256.0,2.4,1,36.618,0.01074,1,18.614,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11211,73,D,A,6902746,1,265.0,2.4,1,36.581,0.01073,1,18.364,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11212,73,D,A,6902746,1,275.0,2.4,1,36.579,0.01073,1,18.253,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11213,73,D,A,6902746,1,285.0,2.4,1,36.549,0.01071,1,18.019,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11214,73,D,A,6902746,1,295.0,2.4,1,36.496,0.0107,1,17.689,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11215,73,D,A,6902746,1,305.0,2.4,1,36.476,0.01069,1,17.575,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11216,73,D,A,6902746,1,315.0,2.4,1,36.435,0.01068,1,17.333,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11217,73,D,A,6902746,1,326.0,2.4,1,36.378,0.01065,1,16.991,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11218,73,D,A,6902746,1,336.0,2.4,1,36.336,0.01064,1,16.739,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11219,73,D,A,6902746,1,345.0,2.4,1,36.29,0.01063,1,16.445,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11220,73,D,A,6902746,1,363.0,2.4,1,36.208,0.01059,1,15.967,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11221,73,D,A,6902746,1,388.0,2.4,1,36.099,0.01057,1,15.32,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11222,73,D,A,6902746,1,413.0,2.4,1,35.948,0.01051,1,14.462,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11223,73,D,A,6902746,1,438.0,2.4,1,35.848,0.01047,1,13.816,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11224,73,D,A,6902746,1,463.0,2.4,1,35.701,0.01042,1,13.002,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11225,73,D,A,6902746,1,488.0,2.4,1,35.59,0.01038,1,12.353,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11226,73,D,A,6902746,1,513.0,2.4,1,35.54,0.01036,1,11.889,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11227,73,D,A,6902746,1,538.0,2.4,1,35.531,0.01036,1,11.669,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11228,73,D,A,6902746,1,563.0,2.4,1,35.456,0.01033,1,11.134,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11229,73,D,A,6902746,1,588.0,2.4,1,35.391,0.01031,1,10.635,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11230,73,D,A,6902746,1,613.0,2.4,1,35.308,0.01028,1,10.035,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11231,73,D,A,6902746,1,638.0,2.4,1,35.256,0.01025,1,9.665,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11232,73,D,A,6902746,1,663.0,2.4,1,35.177,0.01023,1,9.089,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11233,73,D,A,6902746,1,688.0,2.4,1,35.09,0.0102,1,8.49,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11234,73,D,A,6902746,1,713.0,2.4,1,35.035,0.01017,1,8.059,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11235,73,D,A,6902746,1,738.0,2.4,1,34.971,0.01015,1,7.541,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11236,73,D,A,6902746,1,763.0,2.4,1,34.93,0.01014,1,7.166,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11237,73,D,A,6902746,1,788.0,2.4,1,34.932,0.01014,1,7.07,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11238,73,D,A,6902746,1,814.0,2.4,1,34.9,0.01012,1,6.744,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11239,73,D,A,6902746,1,838.0,2.4,1,34.919,0.01012,1,6.601,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11240,73,D,A,6902746,1,863.0,2.4,1,34.931,0.01012,1,6.436,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11241,73,D,A,6902746,1,888.0,2.4,1,34.948,0.01014,1,6.369,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11242,73,D,A,6902746,1,913.0,2.4,1,34.954,0.01014,1,6.229,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11243,73,D,A,6902746,1,938.0,2.4,1,34.96,0.01014,1,6.063,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11244,73,D,A,6902746,1,963.0,2.4,1,34.964,0.01014,1,5.936,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11245,73,D,A,6902746,1,988.0,2.4,1,34.985,0.01015,1,5.865,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11246,73,D,A,6902746,1,1013.0,2.4,1,35.012,0.01015,1,5.779,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11247,73,D,A,6902746,1,1038.0,2.4,1,35.025,0.01016,1,5.652,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11248,73,D,A,6902746,1,1063.0,2.4,1,35.027,0.01016,1,5.47,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11249,73,D,A,6902746,1,1088.0,2.4,1,35.023,0.01015,1,5.322,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11250,73,D,A,6902746,1,1113.0,2.4,1,35.027,0.01016,1,5.219,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11251,73,D,A,6902746,1,1139.0,2.4,1,35.029,0.01015,1,5.166,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11252,73,D,A,6902746,1,1163.0,2.4,1,35.028,0.01015,1,4.979,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11253,73,D,A,6902746,1,1188.0,2.4,1,35.017,0.01014,1,4.827,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11254,73,D,A,6902746,1,1213.0,2.4,1,35.016,0.01014,1,4.787,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11255,73,D,A,6902746,1,1238.0,2.4,1,35.013,0.01015,1,4.71,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11256,73,D,A,6902746,1,1263.0,2.4,1,35.013,0.01014,1,4.68,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11257,73,D,A,6902746,1,1288.0,2.4,1,35.009,0.01015,1,4.627,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11258,73,D,A,6902746,1,1313.0,2.4,1,35.008,0.01014,1,4.577,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11259,73,D,A,6902746,1,1338.0,2.4,1,35.008,0.01014,1,4.564,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11260,73,D,A,6902746,1,1363.0,2.4,1,35.008,0.01013,1,4.541,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11261,73,D,A,6902746,1,1388.0,2.4,1,35.009,0.01014,1,4.493,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11262,73,D,A,6902746,1,1413.0,2.4,1,35.011,0.01015,1,4.456,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11263,73,D,A,6902746,1,1439.0,2.4,1,35.008,0.01014,1,4.388,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11264,73,D,A,6902746,1,1463.0,2.4,1,35.006,0.01014,1,4.347,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11265,73,D,A,6902746,1,1488.0,2.4,1,35.003,0.01014,1,4.314,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11266,73,D,A,6902746,1,1513.0,2.4,1,35.003,0.01014,1,4.286,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11267,73,D,A,6902746,1,1538.0,2.4,1,35.001,0.01014,1,4.236,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11268,73,D,A,6902746,1,1562.0,2.4,1,35.0,0.01014,1,4.194,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11269,73,D,A,6902746,1,1588.0,2.4,1,34.999,0.01012,1,4.169,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11270,73,D,A,6902746,1,1613.0,2.4,1,34.997,0.01013,1,4.132,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11271,73,D,A,6902746,1,1638.0,2.4,1,34.994,0.01013,1,4.043,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11272,73,D,A,6902746,1,1663.0,2.4,1,34.991,0.01012,1,3.985,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11273,73,D,A,6902746,1,1688.0,2.4,1,34.99,0.01012,1,3.955,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11274,73,D,A,6902746,1,1713.0,2.4,1,34.988,0.01013,1,3.932,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11275,73,D,A,6902746,1,1738.0,2.4,1,34.987,0.01012,1,3.901,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11276,73,D,A,6902746,1,1763.0,2.4,1,34.985,0.01012,1,3.867,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11277,73,D,A,6902746,1,1789.0,2.4,1,34.982,0.01012,1,3.794,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11278,73,D,A,6902746,1,1813.0,2.4,1,34.98,0.01013,1,3.765,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11279,73,D,A,6902746,1,1838.0,2.4,1,34.979,0.01012,1,3.748,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11280,73,D,A,6902746,1,1863.0,2.4,1,34.978,0.01012,1,3.729,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11281,73,D,A,6902746,1,1888.0,2.4,1,34.978,0.01012,1,3.729,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11282,73,D,A,6902746,1,1913.0,2.4,1,34.978,0.01012,1,3.729,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11283,73,D,A,6902746,1,1938.0,2.4,1,34.977,0.01012,1,3.717,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11284,73,D,A,6902746,1,1963.0,2.4,1,34.975,0.01012,1,3.666,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11285,73,D,A,6902746,1,1988.0,2.4,1,34.975,0.01012,1,3.658,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11286,73,D,A,6902746,1,2009.0,2.4,1,34.974,0.01011,1,3.651,0.002,1,1,17.554,-61.44499999999999,2018-10-26 07:02:00,Indian Ocean
11287,34,D,A,6902747,1,3.0,2.4,1,35.6889,0.01,1,28.6,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11288,34,D,A,6902747,1,4.0,2.4,1,35.6839,0.01,1,28.484,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11289,34,D,A,6902747,1,5.0,2.4,1,35.6859,0.01,1,28.477,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11290,34,D,A,6902747,1,6.0,2.4,1,35.68389,0.01,1,28.455,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11291,34,D,A,6902747,1,7.0,2.4,1,35.68589,0.01,1,28.455,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11292,34,D,A,6902747,1,8.0,2.4,1,35.6899,0.01,1,28.449,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11293,34,D,A,6902747,1,9.0,2.4,1,35.6939,0.01,1,28.447,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11294,34,D,A,6902747,1,10.0,2.4,1,35.6959,0.01,1,28.448,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11295,34,D,A,6902747,1,16.0,2.4,1,35.70889,0.01,1,28.434,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11296,34,D,A,6902747,1,26.0,2.4,1,35.73488,0.01,1,28.45,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11297,34,D,A,6902747,1,36.0,2.4,1,35.75187,0.01,1,28.448,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11298,34,D,A,6902747,1,45.0,2.4,1,35.81786,0.01,1,28.461,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11299,34,D,A,6902747,1,55.0,2.4,1,35.95082,0.01,1,28.512,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11300,34,D,A,6902747,1,66.0,2.4,1,35.9868,0.01,1,28.536,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11301,34,D,A,6902747,1,76.0,2.4,1,35.9938,0.01,1,28.083,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11302,34,D,A,6902747,1,85.0,2.4,1,36.00278,0.01,1,27.594,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11303,34,D,A,6902747,1,95.0,2.4,1,36.08577,0.01,1,26.666,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11304,34,D,A,6902747,1,106.0,2.4,1,36.17675,0.01,1,25.475,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11305,34,D,A,6902747,1,115.0,2.4,1,36.24774,0.01,1,24.568,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11306,34,D,A,6902747,1,126.0,2.4,1,36.07182,0.01,1,21.189,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11307,34,D,A,6902747,1,136.0,2.4,1,35.82091,0.01,1,17.46,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11308,34,D,A,6902747,1,145.0,2.4,1,35.632,0.01,1,15.559,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11309,34,D,A,6902747,1,155.0,2.4,1,35.54002,0.01,1,14.802,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11310,34,D,A,6902747,1,165.0,2.4,1,35.47805,0.01,1,14.282,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11311,34,D,A,6902747,1,175.0,2.4,1,35.39309,0.01,1,13.675,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11312,34,D,A,6902747,1,185.0,2.4,1,35.3561,0.01,1,13.389,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11313,34,D,A,6902747,1,196.0,2.4,1,35.32412,0.01,1,13.16,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11314,34,D,A,6902747,1,213.0,2.4,1,35.27013,0.01,1,12.779,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11315,34,D,A,6902747,1,238.0,2.4,1,35.20715,0.01,1,12.298,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11316,34,D,A,6902747,1,263.0,2.4,1,35.18417,0.01,1,12.111,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11317,34,D,A,6902747,1,288.0,2.4,1,35.14217,0.01,1,11.743,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11318,34,D,A,6902747,1,313.0,2.4,1,35.06121,0.01,1,11.005,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11319,34,D,A,6902747,1,338.0,2.4,1,35.01823,0.01,1,10.58,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11320,34,D,A,6902747,1,363.0,2.4,1,34.96225,0.01,1,10.007,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11321,34,D,A,6902747,1,388.0,2.4,1,34.90527,0.01,1,9.481,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11322,34,D,A,6902747,1,412.0,2.4,1,34.87128,0.01,1,9.105,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11323,34,D,A,6902747,1,438.0,2.4,1,34.8383,0.01,1,8.764,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11324,34,D,A,6902747,1,463.0,2.4,1,34.79631,0.01,1,8.354,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11325,34,D,A,6902747,1,489.0,2.4,1,34.77332,0.01,1,8.04,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11326,34,D,A,6902747,1,513.0,2.4,1,34.72035,0.01,1,7.582,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11327,34,D,A,6902747,1,538.0,2.4,1,34.68335,0.01,1,7.291,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11328,34,D,A,6902747,1,563.0,2.4,1,34.66237,0.01,1,7.037,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11329,34,D,A,6902747,1,588.0,2.4,1,34.6474,0.01,1,6.838,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11330,34,D,A,6902747,1,613.0,2.4,1,34.64339,0.01,1,6.779,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11331,34,D,A,6902747,1,638.0,2.4,1,34.63538,0.01,1,6.663,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11332,34,D,A,6902747,1,663.0,2.4,1,34.6274,0.01,1,6.528,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11333,34,D,A,6902747,1,688.0,2.4,1,34.6214,0.01,1,6.341,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11334,34,D,A,6902747,1,712.0,2.4,1,34.58442,0.01,1,5.942,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11335,34,D,A,6902747,1,738.0,2.4,1,34.56941,0.01,1,5.717,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11336,34,D,A,6902747,1,763.0,2.4,1,34.56642,0.01,1,5.519,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11337,34,D,A,6902747,1,788.0,2.4,1,34.56042,0.01,1,5.339,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11338,34,D,A,6902747,1,813.0,2.4,1,34.56041,0.01,1,5.212,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11339,34,D,A,6902747,1,838.0,2.4,1,34.57142,0.01,1,5.125,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11340,34,D,A,6902747,1,863.0,2.4,1,34.58841,0.01,1,5.089,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11341,34,D,A,6902747,1,888.0,2.4,1,34.6064,0.01,1,5.039,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
11342,34,D,A,6902747,1,913.0,2.4,1,34.61541,0.01,1,4.964,0.002,1,1,4.835,-31.687999999999988,2018-10-26 17:00:00,Indian Ocean
